"","X354","X616","X634","X711","X637","X627","X628","X624","X501","X340","X629","X631","X353","X351","X630","X302","X332","X341","X406","X322","X317","X636","X635","X674","X626","X673","X675","X632","X671","X670","X641","X306","X659","X668","X667"
"20/01/2022 14:00",2108,9702,1801,2821,6427,3625,1961,2056,4850,4688,13091,1530,7099,6555,14026,13749,3040,8648,1730,704,652,3675,12001,11063,2282,10556,1253,3214,13027,12693,11994,11273,2397,8453,9346
"20/01/2022 15:00",2409,11861,2407,3355,8645,4743,2530,2996,6683,5451,15334,1701,9459,8441,16241,16283,3716,10133,2019,848,784,4857,14184,12947,2931,11979,1542,3792,14814,14437,13641,12940,2641,9722,10705
"20/01/2022 16:00",2557,12903,2915,2571,10071,5542,2647,3530,7427,5851,16242,1961,10745,9557,17884,18494,3788,11322,2347,1050,960,5640,16499,15346,3370,14202,1658,4380,17374,17022,16187,14932,2830,11375,12337
"20/01/2022 17:00",2489,12980,3105,2454,9871,5691,2621,3402,7203,5401,15901,1974,10478,9865,17331,19071,4085,11677,2530,618,496,6083,17097,16351,3874,14909,1927,4836,18522,18282,17367,16334,3146,12011,13098
"20/01/2022 18:00",1808,9393,2216,2216,6314,4424,1817,1858,4331,3598,12293,1690,6666,6764,13412,14581,3159,8658,1830,345,209,4505,12526,11622,3059,11205,1362,3811,14016,13982,13735,12351,3030,8661,9335
"20/01/2022 19:00",1400,6347,1327,1488,4090,2777,1219,1023,2626,2703,8925,1163,4254,4516,9633,10020,2064,5953,1262,258,123,2870,8397,7712,1870,7457,908,2524,9186,9190,9087,7938,2323,5401,5920
"20/01/2022 20:00",959,4996,911,1187,3381,2066,1054,845,2187,2781,6956,837,3500,3671,7373,7623,2055,4851,947,294,94,2296,6389,5809,1408,5724,719,1950,7071,7135,7018,6389,2129,4193,4550
"20/01/2022 21:00",785,3811,795,1040,2786,1784,774,695,1781,2298,5736,671,2821,2852,5920,6258,1168,3819,744,326,97,1737,5820,5301,1015,5454,517,1653,6749,6975,6886,5924,2046,3462,3918
"20/01/2022 22:00",566,2614,567,868,2095,1231,545,529,1297,1913,3876,458,2186,2059,4089,4064,679,2558,475,119,97,1040,3711,3443,602,3452,367,928,4041,4169,4179,3810,1362,2195,2413
"20/01/2022 23:00",373,1687,328,569,1375,652,395,349,911,1270,2541,298,1357,1167,2482,2398,933,1640,304,55,62,570,2158,1981,295,1887,181,444,2326,2395,2411,2403,753,1400,1504
"21/01/2022 00:00",263,1045,236,460,985,395,242,260,615,935,1793,177,936,742,1730,1677,327,1073,169,22,47,354,1408,1303,164,1283,110,263,1496,1539,1557,1543,398,901,906
"21/01/2022 01:00",142,698,145,379,800,283,191,183,505,558,1124,92,635,527,1044,942,166,563,117,17,9,175,840,809,109,748,34,130,866,865,914,961,230,602,611
"21/01/2022 02:00",129,589,172,339,639,256,181,173,472,376,859,77,567,399,808,726,98,416,66,11,6,155,625,618,94,583,27,96,692,629,648,728,141,532,555
"21/01/2022 03:00",122,665,208,416,920,349,246,258,687,589,978,81,801,528,904,855,107,468,73,6,11,210,701,685,129,617,37,89,720,655,673,837,84,554,571
"21/01/2022 04:00",219,1210,473,782,1408,693,466,463,1145,1002,1574,120,1391,904,1547,1365,170,702,128,11,19,351,1166,1153,325,953,69,279,1250,1140,1143,1578,98,1132,1231
"21/01/2022 05:00",598,3071,1026,1743,2943,1590,842,1061,2363,1831,3993,309,3036,2307,4225,3939,639,1799,289,49,56,1172,3343,3221,994,2735,249,800,3510,3490,3330,4284,317,2910,3020
"21/01/2022 06:00",1080,6750,1858,2487,5739,2990,1678,2247,4797,3322,8497,636,6029,4883,9202,8865,1843,4431,682,156,203,2677,7631,7238,2004,6242,528,1863,7653,7417,6935,8218,611,5605,5656
"21/01/2022 07:00",1457,9494,2355,1409,7956,4121,2019,2546,5676,4305,11801,1160,8106,7286,12567,13339,2806,7381,1321,623,572,4352,11533,10816,2503,9532,743,3198,11955,11948,11173,11757,1456,8278,8497
"21/01/2022 08:00",1528,9716,2072,1646,7008,3835,2004,2217,5255,4203,12623,1371,7227,7224,12887,13952,3363,8802,1700,1082,1204,4397,12371,11387,2235,10525,1127,3222,13039,13066,12365,12515,2095,8517,9030
"21/01/2022 09:00",1428,8514,1471,1276,5629,2989,1764,1793,4257,3789,11022,1179,5771,5869,12156,12332,2585,7345,1398,760,837,3344,10820,9946,1919,9259,1176,2804,11519,11218,10795,10246,1821,7183,7581
"21/01/2022 10:00",1563,8075,1317,1181,4933,2645,1611,1525,3758,3998,10593,1136,5368,5246,11265,11384,2431,7062,1333,628,646,2878,9896,9303,1831,8666,1016,2490,10313,10134,9666,9319,2007,6705,7276
"21/01/2022 11:00",1712,8639,1406,1171,5091,2821,1674,1523,3682,3846,11614,1366,5599,5352,12153,12383,2496,7367,1472,758,674,3266,10679,9966,2060,9526,1202,2797,11298,11106,10761,10185,2189,7306,7947
"21/01/2022 12:00",2007,9277,1543,2052,5490,3169,1812,1587,4145,4208,12615,1571,6045,5717,13297,13587,2867,8148,1693,937,829,3446,11493,10692,2273,10110,1308,3059,12333,11942,11379,10751,2700,7910,8678
"21/01/2022 13:00",2074,9962,1724,2384,6202,3460,1990,1892,4757,4708,13148,1483,6743,6543,14118,14366,2671,8470,1649,1030,897,3915,12361,11461,2272,10785,1320,3176,12724,12348,11688,10905,2597,8241,9058
"21/01/2022 14:00",2296,10920,2068,2906,6950,4068,2076,2283,5352,4812,14253,1725,7623,7256,15422,15592,2954,8933,1756,943,843,4241,13699,12758,2572,12117,1352,3319,14263,14119,13071,12610,2691,9418,10383
"21/01/2022 15:00",2474,12688,2529,3350,8775,4850,2689,2960,6832,5454,15886,1921,9550,8937,17410,18336,3502,10024,1960,1216,1082,5280,16067,14903,3220,13812,1559,4044,16697,16279,15055,14300,2853,10969,12053
"21/01/2022 16:00",2567,13336,2767,3285,9460,5272,2652,3206,7086,5323,16202,1999,10179,9321,17733,19035,3811,10806,2197,1338,1314,5442,16770,15508,3377,14656,1657,4607,17849,17575,16583,15779,2889,11857,12938
"21/01/2022 17:00",2475,13724,2891,2276,9284,5396,2616,2842,6511,5061,15811,1964,9857,9169,17414,19088,3915,10967,2417,906,789,5569,17099,15848,3715,14900,1869,4712,18225,17853,16814,15930,3242,11742,12938
"21/01/2022 18:00",1996,11293,2199,2437,6489,4533,2013,1777,4323,3396,14244,1599,6784,7044,14620,15821,3574,8880,1864,476,265,4456,13520,12443,3044,11650,1516,3917,14142,13794,13157,12271,2936,8747,9518
"21/01/2022 19:00",1651,7163,1369,1638,4268,2903,1360,1040,2827,2911,9740,1127,4470,4750,10231,10912,2078,6076,1300,306,145,2936,9092,8314,1922,7843,1084,2707,9478,9309,9050,8648,2779,5815,6431
"21/01/2022 20:00",1225,5772,963,1350,3681,2336,1252,946,2563,2920,8145,1078,3953,4054,8547,8802,1460,4910,989,357,124,2348,7441,6816,1435,6564,739,2065,7636,7580,7140,6833,2267,4588,5246
"21/01/2022 21:00",1020,6064,875,1227,3302,2033,1010,784,2224,2656,8419,749,3355,3433,8411,8077,1979,4746,850,537,133,1933,6852,6234,1168,5680,684,1728,6576,6752,6363,6015,2042,3862,4264
"21/01/2022 22:00",816,4429,700,1107,2648,1654,812,584,1664,2018,6879,628,2744,2651,6889,6708,895,3356,601,141,127,1630,5804,5307,905,5013,552,1225,5734,5785,5643,4750,1761,2997,3245
"21/01/2022 23:00",554,2408,486,706,1652,969,474,356,989,1325,3795,382,1728,1487,3656,3527,553,2173,426,73,85,948,3143,2908,496,2834,332,749,3415,3510,3486,3210,1128,1932,1973
"22/01/2022 00:00",386,1630,358,549,1232,689,379,270,790,890,2519,240,1232,1004,2374,2287,384,1343,239,28,53,594,1997,1882,294,1847,153,425,2240,2287,2304,2121,867,1221,1306
"22/01/2022 01:00",276,1047,206,339,860,420,233,186,538,531,1884,216,864,650,1649,1526,224,923,183,16,24,353,1352,1289,156,1216,74,259,1431,1483,1476,1348,462,785,814
"22/01/2022 02:00",202,713,201,281,659,318,188,149,431,370,1164,157,624,471,1082,1028,133,622,108,12,12,252,900,864,118,812,53,150,946,943,952,909,242,559,586
"22/01/2022 03:00",130,624,190,289,685,317,213,181,526,548,1015,121,630,472,909,812,96,503,85,6,7,191,703,670,89,623,42,101,725,729,725,779,141,516,557
"22/01/2022 04:00",163,805,273,388,838,361,290,213,611,739,1087,85,828,568,1015,949,125,616,88,6,16,208,833,777,151,656,70,165,769,753,739,911,96,666,783
"22/01/2022 05:00",281,1425,406,757,1273,713,466,370,1022,960,1786,176,1287,1023,1828,1784,286,1043,135,43,61,477,1562,1502,401,1331,137,418,1676,1658,1580,1931,196,1320,1388
"22/01/2022 06:00",434,2479,584,926,1966,1003,639,554,1425,1594,3174,284,2005,1878,3484,3544,912,2139,282,275,322,1038,2962,2808,680,2594,238,680,3042,2979,2813,3004,377,2026,2148
"22/01/2022 07:00",548,4134,755,943,2634,1445,966,748,2203,2161,4807,445,2747,2696,5395,5793,1105,3537,487,1223,843,1451,4990,4758,890,4162,456,1049,4807,4629,4243,4385,608,2925,3215
"22/01/2022 08:00",775,5366,947,1040,3083,1901,1099,813,2222,2377,6457,553,3107,3259,7069,7568,1141,4509,713,990,1277,2064,6588,6185,1208,5536,701,1714,6676,6497,6112,6089,1107,4120,4505
"22/01/2022 09:00",1111,6986,1198,1291,3757,2483,1350,1011,2733,2765,8500,835,3819,4162,9225,9764,1290,5840,996,920,1167,2746,8273,7892,1707,7274,902,2332,8595,8533,7971,7857,1518,5572,5847
"22/01/2022 10:00",1496,8184,1353,1564,4323,2979,1593,1138,3171,3183,10250,1106,4630,4809,11085,11747,1659,6796,1305,762,908,3157,10004,9339,2224,8765,1058,2971,10454,10231,9465,9130,2010,6597,7302
"22/01/2022 11:00",1798,9453,1582,1729,4760,3233,1765,1368,3553,3218,11629,1438,5104,5386,12308,13337,1754,7681,1567,890,825,3412,11459,10709,2551,9768,1224,3439,11665,11562,10843,10533,2425,7653,8561
"22/01/2022 12:00",2084,9858,1596,1936,5222,3820,1721,1379,3623,3502,12622,1529,5666,5935,13427,14543,2106,8104,1665,1156,992,4031,12140,11223,2707,10373,1320,3678,12516,12186,11479,10921,2814,8008,9006
"22/01/2022 13:00",2173,10341,1830,2129,5583,3983,1851,1441,3738,3843,13252,1574,5986,6237,14127,15349,2130,8473,1678,1302,976,4075,12739,11760,2696,11004,1396,3714,13215,12946,12129,11391,2889,8322,9332
"22/01/2022 14:00",2310,10515,1812,2139,5525,3843,1813,1432,3746,3621,13418,1595,5923,6254,14328,15393,2192,8353,1709,1296,1188,4143,13268,12204,2779,11128,1426,3914,13435,13287,12355,11362,2960,8251,9357
"22/01/2022 15:00",2099,10890,1770,2057,5640,3784,1780,1348,3622,3445,13388,1522,5948,6433,14423,15409,2357,8386,1686,1387,1365,4239,13318,12337,2961,11321,1389,3738,13496,13196,12260,11519,2901,8307,9388
"22/01/2022 16:00",2059,11066,1799,1808,5513,3710,1838,1430,3813,3233,13157,1488,5832,6302,14281,15783,2816,7931,1673,1273,1340,4300,13584,12541,2853,11595,1390,3896,13819,13483,12485,11557,2767,8389,9451
"22/01/2022 17:00",1991,10590,1793,1844,5553,3731,1765,1491,3824,2982,12966,1490,5777,6285,14126,15599,2180,7362,1720,1153,1169,4342,13224,12202,2798,11533,1436,3814,13720,13625,12745,11875,2994,8300,9154
"22/01/2022 18:00",1766,9331,1662,1779,4945,3454,1577,1227,3232,2745,12016,1276,5143,5595,12745,13782,2659,7412,1481,1015,698,3724,11640,10742,2348,10228,1351,3454,12345,12602,11875,10861,3033,7383,8343
"22/01/2022 19:00",1395,7170,1262,1411,3829,2676,1235,869,2422,2545,9323,1000,3970,4293,9920,10333,1882,5433,1094,386,168,2848,8784,8071,1722,7764,949,2498,9127,9084,8757,8018,2479,5394,6093
"22/01/2022 20:00",1112,6009,912,1133,3185,2112,1037,691,1996,2290,8039,856,3314,3512,8064,8186,1258,4403,910,317,133,2144,6837,6244,1304,6039,704,1937,7147,7304,6950,6639,2135,4405,4916
"22/01/2022 21:00",1049,5142,893,1009,2872,1918,849,669,1734,1696,7131,708,2949,3052,7441,7748,1106,3830,722,373,128,2048,6926,6475,1137,6298,640,1813,7539,7690,7225,6201,2262,3718,4428
"22/01/2022 22:00",885,3918,717,823,2295,1403,734,519,1411,1394,5674,590,2351,2283,5731,5702,706,2904,569,118,116,1468,5090,4700,858,4574,476,1188,5325,5378,5179,4502,1513,2641,2862
"22/01/2022 23:00",598,2592,574,659,1665,1123,546,327,1036,1036,4082,412,1671,1588,3871,3875,511,2203,445,56,94,1141,3520,3269,602,3183,333,856,3849,4046,3885,3615,1138,2070,2204
"23/01/2022 00:00",434,1953,378,473,1171,702,339,220,678,769,3111,318,1176,1039,2795,2663,424,1596,316,45,58,736,2355,2187,363,2156,197,572,2556,2620,2552,2323,819,1254,1303
"23/01/2022 01:00",331,1226,229,357,805,417,243,157,488,545,2106,215,806,651,1746,1613,236,996,205,14,21,417,1386,1326,200,1279,75,303,1517,1527,1504,1469,435,773,802
"23/01/2022 02:00",236,798,176,287,661,326,173,110,365,409,1559,181,580,462,1300,1155,162,706,140,9,3,272,984,920,135,843,44,159,945,1004,1014,947,242,534,571
"23/01/2022 03:00",127,578,141,233,545,262,178,100,356,398,885,98,483,394,796,733,90,462,84,9,9,149,634,623,82,577,25,98,660,641,648,639,128,408,438
"23/01/2022 04:00",92,553,174,293,574,247,207,149,417,685,786,106,532,393,712,650,85,554,70,10,18,149,613,585,101,488,29,87,566,558,518,627,78,475,524
"23/01/2022 05:00",187,1008,277,447,947,419,310,265,692,988,1300,110,882,812,1309,1199,222,845,103,34,61,347,1048,989,205,896,88,204,1062,1109,1037,1234,89,867,908
"23/01/2022 06:00",252,1580,375,544,1254,548,446,367,956,1514,2041,164,1245,1097,2064,2002,796,1587,167,261,261,512,1598,1522,266,1359,143,274,1539,1526,1464,1575,137,1059,1161
"23/01/2022 07:00",300,2022,377,618,1408,701,472,387,1020,1828,2546,227,1453,1375,2381,2380,847,2393,307,1156,727,585,2056,1940,403,1595,161,392,1905,1934,1817,1944,268,1280,1344
"23/01/2022 08:00",420,2703,439,658,1614,1006,565,503,1261,2049,3343,320,1650,1642,3302,3522,844,3075,414,1160,1247,884,2987,2865,484,2509,243,603,2884,2976,2829,3025,485,2019,2226
"23/01/2022 09:00",657,3573,641,914,2291,1287,809,595,1609,2407,4512,495,2403,2444,4496,4658,874,3757,633,687,910,1148,3752,3585,833,3267,370,852,3761,3776,3609,3784,622,2634,2960
"23/01/2022 10:00",1062,5022,857,1041,2893,1888,1100,712,1956,2669,6327,814,3123,3067,6221,6517,1194,4633,882,738,836,1788,5242,4929,1145,4479,452,1293,5097,5041,4826,4848,1063,3530,3878
"23/01/2022 11:00",1440,5936,1034,1219,3249,2206,1127,873,2229,2722,7444,1032,3514,3536,7448,8143,1487,5357,1125,873,788,2107,6572,6168,1445,5681,576,1605,6374,6481,6098,6251,1558,4345,4886
"23/01/2022 12:00",1662,6824,1114,1377,3866,2494,1372,1024,2669,3041,8841,1143,4190,4366,8673,9279,1788,5658,1313,1192,914,2390,7517,6928,1635,6326,627,1803,7143,7209,6778,6891,1495,4878,5567
"23/01/2022 13:00",1908,7177,1196,1603,4179,2728,1405,1171,2913,3523,9396,1177,4440,4620,9498,9713,1883,6012,1252,1225,1039,2491,8196,7601,1796,6995,713,1965,8047,7975,7487,7550,1596,5462,5963
"23/01/2022 14:00",1874,7790,1369,1641,4345,2789,1532,1169,3063,3333,9669,1241,4761,4903,9932,10386,1945,5978,1357,1235,1120,2685,8857,8099,1824,7476,761,1978,8675,8805,8131,8217,1773,6043,6531
"23/01/2022 15:00",1880,8213,1385,1576,4574,2983,1527,1265,3141,3518,10250,1220,4881,5113,10844,11416,2030,6235,1276,1121,1423,2963,10001,9225,1967,8497,916,2234,9913,9957,9153,9067,1771,6523,7124
"23/01/2022 16:00",1686,8438,1397,1614,4600,2970,1505,1256,3143,3517,10423,1183,4898,5116,11142,12071,2187,6341,1293,1147,1376,3235,10771,9946,2047,9199,1059,2553,11011,11144,10269,10024,1837,7092,7766
"23/01/2022 17:00",1550,7731,1407,1566,4116,2820,1337,1097,2773,2862,9329,1128,4294,4741,10006,10574,2120,6102,1180,1130,1080,3067,9335,8565,1704,7882,942,2293,9255,9701,9100,9252,1708,6530,7039
"23/01/2022 18:00",1400,6688,1295,1480,3714,2551,1164,971,2439,2304,8597,1052,3934,4118,8836,9318,1752,5156,1042,474,259,2461,8092,7624,1528,7066,795,2004,8450,8485,7821,8395,1387,5864,6133
"23/01/2022 19:00",1016,5975,1022,1153,3032,1950,1105,833,2140,2230,7085,813,3179,3175,7598,8022,1249,4112,813,121,127,2018,7315,6844,1121,6271,746,1754,7512,7750,7247,7250,1372,4923,5083
"23/01/2022 20:00",820,5567,914,1068,2985,1952,1025,804,2120,2631,6935,731,3049,3105,7192,7822,1041,3956,728,99,120,2089,7106,6699,1070,6204,784,1743,7453,7855,7315,6893,1341,4531,4696
"23/01/2022 21:00",658,3910,648,882,2155,1309,676,544,1415,2048,5428,531,2299,2191,5450,5632,781,2961,528,71,76,1470,5237,4900,789,4627,503,1020,5414,5690,5515,5030,1110,2965,3094
"23/01/2022 22:00",461,2322,445,652,1651,867,530,396,1058,1598,3298,390,1663,1506,3369,3383,497,1958,393,48,71,753,3217,3044,385,2928,240,588,3470,3653,3607,3151,877,1849,1916
"23/01/2022 23:00",240,1320,262,435,988,530,292,268,668,918,2031,255,1017,885,1982,1957,277,1064,238,43,53,439,1825,1689,219,1629,123,303,1922,1965,1996,1960,509,1134,1182
"24/01/2022 00:00",176,817,164,305,759,320,239,170,504,741,1375,129,728,550,1223,1164,162,681,135,11,36,228,1038,1016,122,942,76,155,1078,1097,1150,1170,306,703,730
"24/01/2022 01:00",109,543,114,232,562,189,156,144,376,400,810,75,474,354,791,740,92,461,81,6,6,163,680,637,70,617,46,90,735,715,728,748,154,437,488
"24/01/2022 02:00",108,469,118,184,442,162,151,113,346,309,651,71,373,265,576,537,66,368,53,6,6,98,487,466,71,414,25,75,523,486,476,531,75,361,376
"24/01/2022 03:00",93,608,223,331,708,313,200,222,552,510,848,58,654,422,780,693,61,388,46,1,7,169,582,587,101,511,30,72,628,575,580,744,86,509,587
"24/01/2022 04:00",231,1304,486,913,1373,731,484,487,1204,1155,1724,117,1430,960,1616,1468,146,793,103,6,14,412,1242,1204,353,1047,89,279,1302,1228,1225,1733,105,1236,1365
"24/01/2022 05:00",599,3773,1282,1926,3460,1966,1095,1378,2954,2153,4512,331,3620,2641,4736,4455,654,2062,286,41,42,1364,3846,3629,1204,3056,324,951,3864,3808,3616,4986,402,3376,3532
"24/01/2022 06:00",1120,8057,2249,2673,6584,3562,1968,2630,5677,3949,9623,709,6914,5741,10235,9838,1952,5115,760,126,154,3105,7915,8369,2264,7125,647,2062,8662,8396,7720,9383,691,6563,6563
"24/01/2022 07:00",1627,10990,2815,1310,8957,4988,2251,3095,6373,5023,13054,1363,9070,8158,14386,13529,2987,9011,1823,336,369,4737,9985,8534,2964,10837,1363,3609,13483,13578,12332,13017,1689,9152,9438
"24/01/2022 08:00",1679,10864,2487,2684,7828,4626,2075,2679,5990,5036,13879,1576,8113,7945,15557,15676,3570,10496,2033,600,738,5079,14294,11634,2389,11631,1507,3675,14622,14450,13648,13636,2209,9507,9683
"24/01/2022 09:00",1463,8809,1601,2193,5610,3361,1842,1832,4472,3923,11616,1270,5894,6083,12488,12653,2963,7759,1519,616,671,3404,10568,9840,1820,9290,1142,2762,11460,11187,10931,10348,1871,7269,7566
"24/01/2022 10:00",1510,7864,1252,1751,4764,2618,1643,1525,3775,4010,10725,1218,5138,4958,11102,11148,2499,6920,1413,517,528,2828,9542,8962,1785,8423,1014,2449,10090,9802,9487,8987,1816,6392,7069
"24/01/2022 11:00",1776,7970,1269,1749,4721,2762,1658,1427,3720,3671,10582,1329,5261,4943,11064,11170,2449,7099,1488,521,518,2982,9464,8865,1968,8413,1071,2568,10126,10037,9643,9105,1974,6466,7277
"24/01/2022 12:00",1792,8125,1245,1943,4884,2827,1726,1466,3863,3867,10832,1499,5407,5121,11228,11596,2855,7303,1663,540,582,3168,9724,8960,1983,8642,1100,2682,10420,10229,9812,9072,2345,6839,7649
"24/01/2022 13:00",1920,8168,1388,2170,5167,3079,1680,1545,3915,4219,10999,1396,5711,5502,11506,11527,2773,7514,1589,604,559,3097,9890,9096,1999,8661,1065,2717,10623,10495,10025,9305,2180,6856,7680
"24/01/2022 14:00",2096,9204,1895,2788,6591,3629,1919,1981,4836,4484,12696,1631,7133,6576,13195,12850,2896,8326,1831,599,604,3739,11061,10124,2307,9786,1259,3035,12105,11784,11226,10284,2268,7839,8762
"24/01/2022 15:00",2352,11356,2627,3424,9014,4861,2322,2919,6516,5412,14889,1836,9777,8443,15662,15700,3819,10293,2075,793,874,4926,13469,12371,3037,11692,1449,3853,14495,14286,13381,12618,1993,9454,10514
"24/01/2022 16:00",2548,12439,2987,3683,10402,5661,2631,3611,7606,5465,15399,1914,10951,9743,17008,17831,3950,10984,2387,802,843,5681,15696,14292,3424,13431,1630,4070,16577,16290,15449,14033,2684,10601,11856
"24/01/2022 17:00",2468,12781,3178,3338,10400,6042,2726,3419,7329,5179,14979,2074,10990,10127,17074,18365,4069,11330,2632,537,498,5849,16524,15061,3869,14373,1855,4550,17838,17811,16904,15806,3060,11699,12942
"24/01/2022 18:00",1796,9017,2293,2280,6494,4230,1808,1809,4242,3416,11846,1544,6652,6898,12690,13918,3156,8273,1840,292,180,4376,11777,10671,3114,10219,1434,3491,12726,12730,12552,11401,2730,8115,8949
"24/01/2022 19:00",1289,5632,1304,1452,3818,2622,1152,936,2430,2528,7991,1084,3908,4339,8495,8976,1866,5357,1240,189,98,2739,7366,6674,1851,6550,813,2342,8208,8252,8215,7548,2247,5106,5602
"24/01/2022 20:00",899,4316,945,1086,3110,1971,906,815,2002,2376,6294,830,3244,3340,6718,6844,1447,4216,970,221,84,2011,5692,5149,1332,5076,645,1799,6241,6366,6323,5711,1949,3867,4220
"24/01/2022 21:00",723,3416,689,914,2481,1522,759,607,1630,1867,5061,615,2499,2416,5214,5243,967,3289,684,232,65,1444,4587,4181,878,4191,477,1329,5242,5422,5420,4929,1587,2930,3200
"24/01/2022 22:00",495,2122,455,732,1792,966,475,435,1120,1583,3375,441,1819,1681,3355,3317,621,2189,430,54,72,897,2867,2683,575,2649,278,751,3174,3217,3267,3044,1098,1895,2076
"24/01/2022 23:00",295,1401,330,531,1293,539,369,277,774,968,2094,276,1229,1015,2067,2034,329,1200,229,44,37,452,1787,1656,257,1580,129,349,1873,1970,2055,1913,656,1170,1282
"25/01/2022 00:00",200,846,213,398,866,395,239,249,601,701,1272,144,798,615,1295,1190,192,706,147,19,23,262,1114,1046,134,1027,75,199,1196,1240,1322,1340,349,786,818
"25/01/2022 01:00",118,600,142,345,656,241,176,156,464,452,839,88,588,390,771,706,139,485,73,13,18,139,627,610,78,556,31,103,666,687,713,852,148,522,519
"25/01/2022 02:00",100,519,175,311,597,240,176,135,421,313,744,81,502,404,736,619,80,354,53,6,3,122,568,558,84,503,31,83,590,531,532,652,76,449,526
"25/01/2022 03:00",114,688,244,389,923,350,235,263,681,523,941,101,817,545,915,795,59,453,45,4,3,185,703,693,135,614,32,132,757,684,675,832,76,606,640
"25/01/2022 04:00",216,1296,540,909,1564,788,516,519,1259,991,1625,144,1587,1061,1678,1513,166,730,117,9,11,414,1277,1251,377,1121,81,285,1358,1264,1284,1815,112,1274,1391
"25/01/2022 05:00",630,3775,1317,2078,3562,2069,1118,1447,3088,2098,4605,399,3734,2685,4895,4559,696,2150,311,36,46,1407,3983,3755,1228,3168,356,954,4031,3946,3756,4985,382,3446,3576
"25/01/2022 06:00",1181,7803,2277,2776,6621,3685,1905,2520,5377,3687,9151,782,6844,6052,10352,10509,1984,5120,788,115,145,3295,9192,8750,2344,7416,692,2104,8928,8699,7962,9382,672,6619,6660
"25/01/2022 07:00",1766,10459,2999,2252,8992,5158,2233,3141,6519,4430,11285,1517,9344,8293,4999,13766,2943,8677,1851,325,338,4885,13194,12089,2996,10812,1357,3629,13533,13435,12667,12986,1739,9047,9461
"25/01/2022 08:00",1797,11048,2630,2819,8658,4894,2148,2893,6340,4511,14009,1726,8960,8152,14433,13919,3486,10508,2409,559,651,4939,13574,12336,2434,11661,1483,3701,14640,14536,13816,13186,2271,9241,9585
"25/01/2022 09:00",1490,9042,1596,2175,6029,3450,1900,1995,4619,3942,11742,1301,6291,6110,12766,12493,3087,8228,1662,565,568,3566,11099,10145,1945,9511,1228,2894,11589,11552,11238,10461,2116,7134,7582
"25/01/2022 10:00",1463,7775,1252,1681,4657,2677,1572,1523,3766,3566,10512,1160,5034,4927,10954,11081,2555,7034,1437,418,444,3020,9374,8783,1767,8397,1025,2432,10025,9735,9296,8864,1878,6328,6824
"25/01/2022 11:00",1693,7946,1224,1781,4560,2790,1584,1426,3531,3545,10776,1316,5044,4959,11161,11412,2427,7068,1573,515,433,3053,9712,8972,1922,8648,1093,2617,10226,10180,9796,9177,2247,6497,7140
"25/01/2022 12:00",1793,8168,1351,1901,4844,2983,1591,1504,3728,3886,11295,1457,5307,5155,11709,11740,2910,7387,1705,547,510,3113,10044,9273,2014,8958,1116,2863,10780,10484,9953,9505,2403,6798,7384
"25/01/2022 13:00",1908,8222,1428,2238,5275,3081,1603,1639,3984,4142,11663,1403,5777,5571,12052,12070,2677,7538,1649,526,517,3201,10190,9461,2028,8970,1093,2740,10809,10686,10246,9659,2217,7005,7726
"25/01/2022 14:00",2107,9409,1919,2890,6452,3733,1863,2008,4780,4307,12814,1582,7056,6623,13619,13020,3127,8581,1886,601,509,3655,11207,10321,2328,9928,1234,3269,12181,12065,11421,10931,2293,7956,8648
"25/01/2022 15:00",2258,11565,2657,3444,8935,4892,2481,2921,6704,5083,14904,1787,9679,8551,15970,16237,3943,10306,2155,792,598,5047,13879,12712,3122,11897,1523,3973,14662,14532,13648,12815,2638,9726,10456
"25/01/2022 16:00",2222,12806,3238,2710,10564,5825,2716,3615,7647,5618,15903,1966,11222,9909,17376,18136,4036,11100,2353,906,826,5778,16121,14729,3586,13850,1714,4463,17064,16727,15862,14391,2843,10952,12077
"25/01/2022 17:00",2153,13009,3125,3236,10432,6101,2854,3386,7580,5177,15404,1973,10998,10275,17331,18701,4287,11611,2882,521,455,6280,16652,15185,3928,14471,1886,4711,17975,18048,17150,16147,3092,11824,12822
"25/01/2022 18:00",1908,9451,2302,2274,7033,4535,1941,1946,4572,3504,12125,1662,7186,7508,13290,14772,3250,8694,1947,373,162,4544,12641,11561,3185,10912,1520,3860,13342,13090,12728,11592,2772,8032,8760
"25/01/2022 19:00",1350,6315,1402,1515,4330,2803,1302,1062,2766,2501,8583,1146,4423,4604,8787,9457,2013,5886,1310,263,86,2840,7749,7042,1819,6862,924,2497,8476,8430,8345,7570,2379,4957,5430
"25/01/2022 20:00",882,4696,945,1116,3245,2169,1021,840,2191,2427,6755,834,3383,3599,7175,7441,1507,4728,1028,287,74,2198,6343,5737,1281,5665,701,1937,6920,7028,6773,6133,2143,4014,4440
"25/01/2022 21:00",653,3728,798,917,2654,1660,797,607,1761,1953,5320,638,2728,2651,5410,5752,1051,3222,745,209,54,1612,5058,4698,1001,4580,522,1380,5598,5796,5699,5303,1671,3007,3250
"25/01/2022 22:00",580,2401,462,787,1995,1149,565,510,1266,1612,3644,457,2079,1901,3694,3752,620,2425,490,64,65,1023,3329,3049,582,2939,322,815,3553,3607,3674,3333,1181,1935,2150
"25/01/2022 23:00",814,1837,322,641,1878,871,658,539,1359,1038,2365,280,1891,1668,2814,2532,365,1718,292,51,44,579,2254,2089,307,1990,172,398,2243,2310,2333,2216,740,1299,1367
